,firm_name,firm_address1,firm_address2,firm_city,firm_state,firm_zip,expire_date,create_date,firm_phone,firm_type,Firm_num,GregsNotes,www,domain
648,BRENNAN C KLUMB PE CONSULTING ENGINEER,307 ESPERANZA AVE,,JOURDANTON,TX,78026,11/30/2019,11/10/2000,8305709665,SP,2135,,www.,
649,"David S. Brewer & Associates, Inc. DBA Brewer Engineering","13430 Northwest Freeway, Suite 350",,Houston,TX,77040,11/30/2019,11/10/2000,713 688 3530,NS,2136,,www.,
650,Brown and Caldwell,"120 S Central Ave, Ste 400",,Clayton,MO,63105,11/30/2019,11/10/2000,303 239 5400,NS,2139,,www.,
651,FREESE AND NICHOLS INC,4055 INTERNATIONAL PLAZA STE 200,ATTN: Cindy House,FT. WORTH,TX,76109-4895,11/30/2019,11/10/2000,817-735-7391,NS,2144,,www.,
652,Oller Engineering Inc,6812 Wayne Ave.,Suite A,Lubbock,TX,79424,11/30/2019,11/10/2000,8069936226,NS,2145,,www.,
653,OLSON ENGINEERING INC,12401 WEST 49TH AVE,,WHEAT RIDGE,CO,80033-1927,11/30/2019,11/10/2000,3034231212,NS,2146,,www.,
654,Omega Engineers Inc,16360 Park Ten Place Ste 325,,Houston,TX,77084,11/30/2019,11/10/2000,2816479182,NS,2147,,www.,
655,John H Fowler DBA On-Line Resources,PO Box 925393,,Houston,TX,77292,11/30/2019,11/10/2000,713 688 0767,SP,2148,,www.,
656,ONYX ENGINEERING INC,5602 IH 37 ACCESS ,,CORPUS CHRISTI,TX,78407,11/30/2019,11/10/2000,3616980900,NS,2149,,www.,
657,PATRICK A CANAN,PO BOX 4887,,WICHITA FALLS,TX,76308,11/30/2019,11/10/2000,9407232422,SP,2152,,www.,
658,"Jorge Perez Consulting Engineers, LLC DBA Perez Consulting Engineers, LLC",808 Dallas Ave,,McAllen,TX,78501,11/30/2019,11/10/2000,956 631 4482,NS,2158,,www.,
659,Performance Engineering,12057 FM 974,,Bryan,TX,77808,11/30/2019,11/10/2000,9792558766,SP,2159,,www.,
660,Peter H Early PE,4602 Masters Dr,,League City,TX,77573,11/30/2019,11/10/2000,409-789-2368,SP,2160,,www.,
661,Petersen Engineering,1301 Spruce St,,Texarkana,TX,75501,11/30/2019,11/10/2000,9037938581,SP,2161,,www.,
662,"Cardno PPI, LLC","920 Memorial City Way, Suite 900",,Houston,TX,77024,11/30/2019,11/10/2000,713 464 2200,NS,2162,,www.,
663,PWP Structural Engineers LLC,4300 Sidco Drive; Suite 202,,Nashville,TN,37204,11/30/2019,11/10/2000,615-467-1824,NS,2164,,www.,
664,"PRINCIPAL TECHNOLOGY, INC. DBA PRINCIPAL TECHNOLOGY ENGINEERING, INC.",1901 10th St #400,,Plano,TX,75074,11/30/2019,11/10/2000,214-239-3900,NS,2167,,www.,
665,"Professional Engineering and Environmental Consultants, Inc. DBA P.E.E.C.","1065 Muller Parkway, Ste. B",,Westwego,LA,70094,11/30/2019,11/10/2000,504 347 1900,NS,2169,,www.,
666,R MICHAEL GRAY PE,25414 Vinechase Drive,,Porter,TX,77365,11/30/2019,11/10/2000,281-358-1121,SP,2171,,www.,
667,REED WELLS BENSON AND COMPANY,12001 N CENTRAL EXPWY STE 1100,,DALLAS,TX,75243,11/30/2019,11/10/2000,9727884222,NS,2176,,www.,
668,REF-CHEM LP,ATTN  ACCOUNTS PAYABLE,PO BOX 2588,ODESSA,TX,79760,11/30/2019,11/10/2000,432 332 8531,NS,2177,,www.,
669,Witt O'Brien's LLC DBA Witt O'Brien's,818 Town & Country Blvd.,Suite 200,Houston,TX,77024,11/30/2019,11/10/2000,281-320-9796,NS,2180,,www.,
670,R-S-C-R Inc,1950 La Manda Blvd,,San Antonio,TX,78201,11/30/2019,11/10/2000,210 340 7973,NS,2181,,www.,
671,RICE ENGINEERING INC,105 SCHOOL CREEK TRL,,LUXEMBURG,WI,54217,11/30/2019,11/10/2000,9206171042,NS,2183,,www.,
672,"West Company of Midland, LLC",110 W LOUISIANA AVE SUITE 110,,MIDLAND,TX,79701,11/30/2019,11/10/2000,4326870865,NS,2184,,www.,
673,ROBERT G DAVENPORT PE,23003 WILLOWCREEK  STABLES RD,,SPRING,TX,77389,11/30/2019,11/10/2000,8323724315,SP,2187,,www.,
674,ROBERT LEE WINKLER PE,1559 Tahoe Court,,LEAGUE CITY,TX,77573-2088,11/30/2019,11/10/2000,2813818418,SP,2189,,www.,
675,ROBERT M KIPP,3407 Woodbine Drive,,FULSHEAR,TX,77441,11/30/2019,11/10/2000,832-439-4141,SP,2190,,www.,
676,Rodriguez Engineering,P O Box 1830,,Edinburg,TX,78540,11/30/2019,11/10/2000,956 491 1013,SP,2192,,www.,
677,HENDERSON & ROGERS INC,2603 Augusta Drive STE 800,,HOUSTON,TX,77057,11/30/2019,11/10/2000,713 430 5800,NS,2194,,www.,
678,ROOF TECHNICAL SERVICES INC,1944 HANDLEY DR,,FT. WORTH,TX,76112,11/30/2019,11/10/2000,817-496-4631,NS,2196,,www.,
679,"Russell K Hall & Associates, Inc",PO Box 80925,,Midland,TX,79708,11/30/2019,11/10/2000,432 683 6622,NS,2199,,www.,
680,SEA LTD,7001 Buffalo Parkway,,COLUMBUS,OH,43229,11/30/2019,11/10/2000,8008817324,NS,2200,,www.,
681,SARGENT & LUNDY LLC,55 E MONROE ST,,CHICAGO,IL,60603,11/30/2019,11/10/2000,3122696628,NS,2202,,www.,
682,SCATES INCORPORATED DBA JOHN E SCATES PE,2560 King Arthur Blvd,Suite 124-54,Lewisville,TX,75056,11/30/2019,11/10/2000,9724929500,SP,2203,,www.,
683,SCOTTCO MECHANICAL CONTRACTORS INC,PO BOX 7729,,AMARILLO,TX,79114,11/30/2019,11/10/2000,8063558251,SP,2204,,www.,
684,THE RESPONSE GROUP INC,11930 MENAUL NE STE 214,,ALBUQUERQUE,NM,87112,11/30/2019,11/10/2000,505 323 7629,NS,2207,,www.,
685,DME ENGINEERING,1605 W TENNESSEE AVE,,MIDLAND,TX,79701-6083,11/30/2019,11/17/2000,432-352-3681,SP,2210,,www.,
686,Charles D Fowler PE Inc,450 Lemens,,Hutto,TX,78634,11/30/2019,11/17/2000,512-759-1020,SP,2213,,www.,
687,"DON DURDEN, INC. DBA CIVIL ENGINEERING CONSULTANTS",11550 IH 10 WEST STE 395,,SAN ANTONIO,TX,78230,11/30/2019,11/17/2000,210 641 9999,NS,2214,,www.,
688,CROWTHER & ASSOCIATES INC,PO BOX 92675,,AUSTIN,TX,78709-2675,11/30/2019,11/17/2000,512 288 4567,NS,2216,,www.,
689,CTA INC DBA CTA ARCHITECTS ENGINEERS,Attn:  Angie Petersen,13 North 23rd Street,Billings,MT,59101,11/30/2019,11/17/2000,406-248-7455,NS,2217,,www.,
690,CYNTERGY ENGINEERING PLLC DBA CYNTERGY ENGINEERING PLLC,810 S. Cincinnati Ave.,Suite 200,TULSA,OK,74119,11/30/2019,11/17/2000,9188776000,NS,2220,,www.,
691,DAL-TECH Engineering Inc,"17400 Dallas Parkway, Suite 110",,Dallas,TX,75287,11/30/2019,11/17/2000,972 250 2727,NS,2223,,www.,
692,DANIEL & BROWN INC,P O BOX 606,,FARMERSVILLE,TX,75442,11/30/2019,11/17/2000,9727847777,NS,2225,,www.,
693,DANIEL D. CLINTON JR. PE DBA DANIEL D. CLINTON JR. PE,12410 BOHEME,,HOUSTON,TX,77024-4930,11/30/2019,11/17/2000,713-464-3244,SP,2226,,www.,
694,DANYSH & ASSOCIATES INC,105 BILTMORE #100,,SAN ANTONIO,TX,78213,11/30/2019,11/17/2000,2103415161,NS,2228,,www.,
695,DAVID E NADEL PE INC,4431 WARM SPRINGS RD,,HOUSTON,TX,77035,11/30/2019,11/17/2000,8326911633,SP,2230,,www.,
696,"DAVID VENHUIZEN, P.E.",5803 GATESHEAD DR,,AUSTIN,TX,78745,11/30/2019,11/17/2000,512 442 4047,SP,2231,,www.,
697,DBR ENGINEERING CONSULTANTS INC,"9601 McAllister Freeway, Suite 410",,San Antonio,TX,78216,11/30/2019,11/17/2000,210 293 4615,NS,2234,,www.,
